category,label,agent,text,text_coref,segmentation,episode,podcast,pod_cat,language,ClaimBuster,ClaimBuster COREF,Motivation,ClaimSpan
Checkworthy,Factual Descriptions,gautek,Samtidig så viser meningsmålingen at amerikanerne blir stadig mer bekymret stadig flere.,,Factiverse CW/MO/CS,Åpen: Er det på tide å vise bilder fra masseskytinger? – Det som skjer er så sykt,Aftenpodden USA,politics,no,,,Learn More,
Checkworthy,Factual Descriptions,gautek,Og disse rifflene som du nevner AR-15-geværene sier jo nesten to tredjedeler av amerikanere i en helt fersk meningsmåling at de helst vil ha forbudt.,,Factiverse CW/MO/CS,Åpen: Er det på tide å vise bilder fra masseskytinger? – Det som skjer er så sykt,Aftenpodden USA,politics,no,,,Learn More,
Not Checkworthy,Personal Experience,gautek,Så jeg tror at kanskje demokraten etter hvert må begynne å finne andre måter å ta harare i.,,Factiverse CW/MO/CS,Åpen: Er det på tide å vise bilder fra masseskytinger? – Det som skjer er så sykt,Aftenpodden USA,politics,no,,,,
Not Checkworthy,Broadcast Details,gautek,Du snakket jo om dette med videoer og bilder vi kan komme tilbake til det senere.,,Factiverse CW/MO/CS,Åpen: Er det på tide å vise bilder fra masseskytinger? – Det som skjer er så sykt,Aftenpodden USA,politics,no,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Jedenfalls nach der noch konservativen Zählung der Oryx-Liste.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und wenn Sie jetzt das mal herunterrechnen auf die Tage des Kriegsverlaufs, dann ist das eine Abnutzungsrate, die Russland schlichtweg nicht durchhalten kann.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Das heißt, es ist eigentlich nur eine Frage der Zeit, bis Ihnen die Reserven ausgehen.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Also der rechnet einfach, was haben die Russen bisher an schwerer Technik verloren.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Dieses Oryx-Blog, das haben wir auch verlinkt, ist so eine Webseite, die analysiert, wie viel haben die Russen bisher verloren, wie viel haben die Ukrainer verloren.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und konservativ nennt er das, weil die nur das zählen, wovon es Fotos gibt.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und Fotos gibt vor allen Dingen auch, die geolokalisiert werden können.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Die betreiben also relativ viel Aufwand, um da keine Doppelzählung zu haben.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Das gilt als eine relativ konservative, aber verlässliche Schätzung über die Verluste beider Seiten.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und dieser Verschleiß, den er bisher beobachtet, sagt Kolb, der werde sich aber noch beschleunigen.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und das darf man auf keinen Fall unterschätzen, diesen Effekt.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Aber das wird sich fundamental ändern.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Checkworthy,Factual Descriptions,Tobias Tykvart,"Sobald die ukrainische Frühjahrsoffensive losgeht, also ich rechne so etwa Mitte April damit, da wird man diesen Technologieeffekt dann deutlich sehen.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,Precision,"[{""start"":0,""end"":151}]"
Checkworthy,Factual Descriptions,Tobias Tykvart,Bisher kämpft in diesem Krieg Sowjetmaterial gegen Sowjetmaterial.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,Precision,"[{""start"":0,""end"":66}]"
Checkworthy,Factual Descriptions,Tobias Tykvart,"Denn die Ukraine geht jetzt im Laufe des Frühjahrs und Sommers eben über von alter sowjetischer Technologie auf westliche Technologie, also insbesondere auf westliche Kampfpanzer und auf westliche Infanteriefahrzeuge, wie z.B. den Bradley oder den Marder.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,Precision,"[{""start"":0,""end"":216}]"
Checkworthy,Factual Descriptions,Tobias Tykvart,"Zehntausend schwere Waffensysteme und schwere Fahrzeuge, also inklusive Panzer, hat Russland bald verloren.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,Precision,"[{""start"":0,""end"":107}]"
Not Checkworthy,Not a Claim,Tobias Tykvart,Und bald sind wieder alle unterwegs und entdecken neue Länder und neue Städte auf ihren Reisen.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und dennoch kann es sehr nervig sein, wenn ihr nämlich auf einmal keinen Zugriff mehr habt auf Inhalte aus eurem Heimatland.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Und hier kann euch NordVPN helfen.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und 16 Jahre Blockade durch die Union, die Union hat da einfach ein Problem damit.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,Confirm True,
Checkworthy,Factual Descriptions,Tobias Tykvart,Und die Niederlande sind ja auch Mitglied der Europäischen Union.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,Confirm True,"[{""start"":4,""end"":65}]"
Checkworthy,Factual Descriptions,Tobias Tykvart,Und außerdem erlaubt Artikel 2 Absatz 2 dieses Rahmenbeschlusses ausdrücklich Anbau und Handel für den persönlichen Konsum.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,Precision,"[{""start"":4,""end"":123}]"
Not Checkworthy,Not a Claim,Tobias Tykvart,Und das wird dann zu einer noch größeren Verlustrate der Russen führen.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Wenn Sie das so ein bisschen zusammen sich überlegen, wozu führt das eigentlich in der Gefechtsführung, dann ist eigentlich gar kein anderer Ausgang denkbar.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Also der rechnet das noch so ein bisschen hoch und geht davon aus, irgendwann im Oktober ist die russische Seite bei Null angekommen.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und Philipp, du hast ja mal versucht, das so ein bisschen abzuklopfen, dieses Gedankengebäude von Herrn Kolb.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und hast den Experten Carlo Marsala von der Bundeswehr-Uni in München mal angefunkt, den wir ja vor ein paar Monaten auch schon mal im Interview hatten.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und Carlo Marsala hat da, wie soll ich sagen, so ein bisschen Wasser in den Wein geschmiert.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Ja, also er sagt, er versteht das Argument von Herrn Kolb.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Und in der Sache selbst kenne der sich auch top aus.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Aber nun konkret, diese Rechnung sei ihm, Marsala, ein bisschen zu statisch, wie er das formuliert.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Also Marsala schreibt uns, der setzt ja voraus, dass beide Parteien linear bis dahin ähnlich operieren.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Und das ist mir zu statisch.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Was, wenn die ukrainische Gegenoffensive ausbleibt oder kein Erfolg wird?",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Dann verschieben sich seine Annahmen.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Was, wenn Russland seine Luftwaffe stärker einsetzt im Sinne des Gefechts der verbundenen Waffen, was sie bisher nicht besonders gut können?",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Aber dann schützen sie ihre Panzer besser und zerstören vielleicht mehr ukrainische.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und dann, was, wenn Raketen anders eingesetzt werden als nur zum Terror gegen die Zivilbevölkerung?",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Ja, also deswegen habe ich Marsala dann auch noch mal gefragt, weil die Rechnung einen schon Sinn macht.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Und die Zahlen, wie gesagt, wir haben diese ganzen Quellen verlinkt.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,Das kann man mathematisch schon so herleiten.,,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
Not Checkworthy,Not a Claim,Tobias Tykvart,"Aber ein Krieg ist einfach kein Mathemodell, sondern da sind einfach weitere Kräfte am Werk.",,Factiverse CW/MO/CS,"LdN331 Lage-Buch „Baustellen der Nation“, Cannabis-Legalisierung light, US-Spionage-Leaks, ukrainische Frühjahrsoffensive, Atomausstieg am Samstag, Pflegereform",Lage der Nation - der Politik-Podcast aus Berlin,politics,de-DE,,,,
