text,utt_id,seg_name,ep_name,pod_name,lang,cat,judgement,edit,agent
Every word Nancy Pelosi said there was a lie.,2221690,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"You're right, she knew she was lying.",2221691,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
The media knew she was lying.,2221692,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
The Department of Justice knew she was lying.,2221693,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
The FBI knew she was lying.,2221694,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Congressional Democrat leadership knew she was lying.,2221695,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"As I read this report, I'm angry.",2221696,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
I'm angry on multiple fronts.,2221697,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Let me quote from the Durham report.,2221698,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Quote, based on the evidence gathered in the multiple exhaustive and costly federal investigations of these matters, including the incident investigation, neither U.S. law enforcement nor the intelligence community appears to have possessed any actual evidence of collusion in their holdings at the commencement of the Crossfire Hurricane investigation.",2221699,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"The report continues, quote, our investigation determined that the Crossfire Hurricane investigators did not and could not corroborate any of the substantive allegations contained in the Steele reporting, nor was Steele able to produce corroboration for any of the reported allegations, even after being offered $1 million or more by the FBI for such corroboration.",2221700,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"This investigation was started as a lie, and it was started as a political witch hunt.",2221701,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Actually, the words Trump used were accurate.",2221702,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
This was a witch hunt.,2221703,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
This was Democrats in Congress.,2221704,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
This was rabid left-wing partisans burrowed into the FBI.,2221705,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"This was rabid left-wing partisans burrowed into the Department of Justice, all using the machinery of law enforcement to target what was then the Republican nominee for president.",2221706,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
This is a grotesque abuse of power.,2221707,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And if you're not angry at it, even if you're a Democrat, even if you can't stand Trump, the idea that the federal government would go after one of the two major party nominees and try to destroy them because they hate him is an incredible threat to our liberty and to our democracy.",2221708,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And I use those words without a sense of irony because the Democrats, as you just played, Nancy Pelosi said, we're defending democracy, defending democracy.",2221709,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
She was engaged in as fundamental an assault on democracy as our country has ever seen.,2221710,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
It was using law enforcement to try to prevent the American people from electing someone she didn't want and then to try to remove a duly elected president because she hated the voters for electing him.,2221711,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Is it too strong, Senator, to call this, and I think it's time just that we're blunt.",2221712,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Is this was this basically in essence a coup attempt by the deep state to say we don't like who the American people chose and therefore we're going to fix it by by on false pretenses, framing someone for crimes, framing somebody for things they never did, writing a script to frame them for it and then get rid of that person.",2221713,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
So yes and no.,2221714,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
There were some engaged in a coup attempt.,2221715,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And in fact, if I may be so bold as to use the word insurrection, when you're trying to topple a duly elected government, it's an insurrection.",2221716,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And what Nancy Pelosi was trying to do, what congressional Democrats were trying to do was an insurrection.",2221717,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
I think some of the hard partisans at DOJ and the FBI were doing the same.,2221718,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
I think others were just complacent.,2221719,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"So let me read again from the Durham report, quote, based on the review of Crossfire Hurricane and related intelligence activities, we concluded that the department and the FBI failed to uphold their important mission of strict fidelity to the law in connection with certain events and activities described in this report.",2221720,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"In other instance, FBI personnel working on the same FISA application displayed at best a cavalier attitude towards accuracy and completeness.",2221722,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Now, the Durham report continues.",2221723,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Our investigation also revealed that senior FBI personnel displayed a serious lack of analytical rigor towards the information that they received, especially information from politically affiliated persons and entities.",2221724,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"There is a continuing need for the FBI and the department to recognize that lack of analytical rigor, apparent confirmation bias, and an overwillingness to rely on information from individuals connected to political opponents caused investigators to fail to adequately consider alternative hypotheses and to act without appropriate objectivity or restraint in pursuing allegations of collusion or conspiracy between a U.S. political campaign and a foreign power.",2221726,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"This is damning, and it shows a combination of people on a mission to destroy their political opponents and perfectly happy to use law enforcement to do it, and others who had such a sense of laxity that they were perfectly fine to be part of the process, and no one who stood up and said, what the hell are we doing?",2221727,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And that's what I wonder.,2221728,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Is there no one in DOJ, no one in FBI who had a shred of integrity who said, even if they're a Democrat, gosh, I don't like Trump, but we don't have evidence here to launch a massive investigation to try to influence and shift the results of an election and try to remove a duly elected president?",2221729,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"As far as this report indicates, nobody had that integrity to say that.",2221730,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"I want to talk about naming names, and I think this is part of the accountability that the American people, Senator, are just sick and tired of.",2221731,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And I've got a list of people, and I want to ask you if you believe, are they guilty?",2221732,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And should the American people trust them?,2221733,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And before I go through that list, I want to talk to you about our friends over at Chalk.",2221734,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"If you're a guy and you're getting a little older and you feel like you're getting some of that weakness and complacency, and you just don't feel like you have that edge that you used to have, you're not alone.",2221735,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Men's testosterone levels are off a cliff historically.,2221736,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
They're actually an all-time low.,2221737,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And that is exactly why you need to check out the Patriot at Chalk.,2221738,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
They're here to help real American men just like you get back that strength and vitality that you might be missing.,2221739,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"It's manufactured right here in the U.S. Chalk's natural herbal supplements are clinically proven to have game-changing effects on your energy, on your focus, on your mood.",2221740,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Maximize your masculinity today by upping your testosterone levels up 20% over 90 days.,2221741,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Go online to Chalk, C-H-O-Q.com, and use the promo code BEN.",2221742,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
You'll get 35% off at Chalk.com.,2221743,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"That's right, 35% off.",2221744,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
I've been taking the male vitality stack.,2221745,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Check it out.,2221746,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
It works.,2221747,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
You can boost your testosterone levels up to 20% over 90 days.,2221748,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Chalk, C-H-O-Q.com.",2221749,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Use the promo code BEN for 35% off any Chalk subscriptions for life.,2221750,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Senator, let's go through this list and very clearly, let's talk about the players.",2221751,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"First of all, let's start at the top with the FBI.",2221752,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Is it clear that the FBI was guilty of lying to the American people?,2221753,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Unquestionably, yes.",2221754,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And in fact, it is a fact.",2221755,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"So Andrew Kline Smith, who I mentioned before, he was an assistant general counsel at the FBI.",2221756,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"He fabricated, he created a counterfeit document.",2221757,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
He committed a felony.,2221758,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And the circumstances of that, as you know, we've talked about this on the pod before.",2221759,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"The last book I wrote, Justice Corrupted, How the Left Has Weaponized the Legal System, and I encourage folks, go buy Justice Corrupted.",2221760,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"There's an entire chapter that walks through what the DOJ did, what the FBI did.",2221761,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
But Andrew Kline Smith was seeking a wiretap on Carter Page.,2221762,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Carter Page was an academic.,2221763,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
